SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Price,Total
735,4,17023,259,763,1457.99,1112446.37
736,21,18723,276,780,3399.99,2651992.2
737,15,664,293,797,1079.99,860752.03
738,5,1964,306,810,1120.49,907596.9
739,22,3664,323,827,85.565,70762.255
740,12,4964,336,840,348.76,292958.4
741,6,6664,353,857,44.99,38556.43
742,22,8264,369,873,63.5,55435.5
743,16,9964,386,890,53.99,48051.1
744,6,11264,399,903,121.46,109678.38
745,1,12964,416,920,27.12,24950.4
746,17,14664,433,937,24.99,23415.63
747,7,15964,446,950,80.99,76940.5
748,1,17664,463,967,742.35,717852.45
749,17,19264,479,983,1700.99,1672073.17
750,1,1,1,11,1.6,17.6
751,13,1300,13,13,64.8,842.4
752,7,3000,30,30,418.8,12564
753,1,4700,47,47,441.6,20755.2
754,14,6000,60,60,152.4,9144
755,8,7700,77,77,636.8,49033.6
756,21,9000,90,90,0,0
757,15,10700,107,107,85.6,9159.2
758,8,12300,123,123,177.6,21844.8
759,2,14000,140,140,829.8,116172
760,15,15300,153,153,0,0
761,9,17000,170,170,196.4,33388
762,3,18700,187,187,133.34,24934.58
763,16,241,200,200,843.2,168640
764,10,1941,217,217,8.99,1950.83
765,3,3541,233,233,337.22,78572.26
766,20,5241,250,250,1349.6,337400
767,10,6541,263,263,1457.99,383451.37
768,4,8241,280,280,3374.99,944997.2
769,21,9941,297,297,2443.35,725674.95
770,11,11241,310,310,34.2,10602
771,5,12941,327,327,594.83,194509.41
772,18,14241,340,340,594.83,202242.2
773,12,15941,357,357,74.99,26771.43
774,5,17541,373,373,69.99,26106.27
775,22,19241,390,390,1003.91,391524.9
776,12,782,403,403,333.42,134368.26
777,6,2482,420,420,39.14,16438.8
778,1,4182,437,437,24.99,10920.63
779,13,5482,450,450,91.49,41170.5
780,7,7182,467,467,742.35,346677.45
781,1,8782,483,483,742.35,358555.05
782,17,10482,500,500,101.24,50620
783,7,11782,9,513,0,0
784,1,13482,26,530,0,0
785,18,15182,43,547,72.8,39821.6
786,8,16482,56,560,75.4,42224
787,2,18182,73,577,472.8,272805.6
788,15,19482,86,590,0,0
789,9,1423,103,607,169.6,102947.2
790,2,3023,119,623,88,54824
791,19,4723,136,640,548.4,350976
792,9,6023,149,653,564,368292
793,3,7723,166,670,389.6,261032
794,20,9423,183,687,306,210222
795,10,10723,196,700,418.4,292880
796,4,12423,213,717,34.99,25087.83
797,20,14023,229,733,337.22,247182.26
798,14,15723,246,750,1364.5,1023375
799,4,17023,259,763,1457.99,1112446.37
800,21,18723,276,780,3399.99,2651992.2
801,15,664,293,797,1079.99,860752.03
802,5,1964,306,810,1120.49,907596.9
803,22,3664,323,827,85.565,70762.255
804,12,4964,336,840,348.76,292958.4
805,6,6664,353,857,44.99,38556.43
806,22,8264,369,873,63.5,55435.5
807,16,9964,386,890,53.99,48051.1
808,6,11264,399,903,121.46,109678.38
809,1,12964,416,920,27.12,24950.4
810,17,14664,433,937,24.99,23415.63
811,7,15964,446,950,80.99,76940.5
812,1,17664,463,967,742.35,717852.45
813,17,19264,479,983,1700.99,1672073.17
814,1,1,1,11,1.6,17.6
815,13,1300,13,13,64.8,842.4
816,7,3000,30,30,418.8,12564
817,1,4700,47,47,441.6,20755.2
818,14,6000,60,60,152.4,9144
819,8,7700,77,77,636.8,49033.6
820,21,9000,90,90,0,0
821,15,10700,107,107,85.6,9159.2
822,8,12300,123,123,177.6,21844.8
823,2,14000,140,140,829.8,116172
824,15,15300,153,153,0,0
825,9,17000,170,170,196.4,33388
826,3,18700,187,187,133.34,24934.58
827,16,241,200,200,843.2,168640
828,10,1941,217,217,8.99,1950.83
829,3,3541,233,233,337.22,78572.26
830,20,5241,250,250,1349.6,337400
831,10,6541,263,263,1457.99,383451.37
832,4,8241,280,280,3374.99,944997.2
833,21,9941,297,297,2443.35,725674.95
834,11,11241,310,310,34.2,10602
835,5,12941,327,327,594.83,194509.41
836,18,14241,340,340,594.83,202242.2
837,12,15941,357,357,74.99,26771.43
838,5,17541,373,373,69.99,26106.27
839,22,19241,390,390,1003.91,391524.9
840,12,782,403,403,333.42,134368.26
841,6,2482,420,420,39.14,16438.8
842,1,4182,437,437,24.99,10920.63
843,13,5482,450,450,91.49,41170.5
844,7,7182,467,467,742.35,346677.45
845,1,8782,483,483,742.35,358555.05
846,17,10482,500,500,101.24,50620
847,7,11782,9,513,0,0
848,1,13482,26,530,0,0
849,18,15182,43,547,72.8,39821.6
850,8,16482,56,560,75.4,42224
851,2,18182,73,577,472.8,272805.6
852,15,19482,86,590,0,0
853,9,1423,103,607,169.6,102947.2
854,2,3023,119,623,88,54824
855,19,4723,136,640,548.4,350976
856,9,6023,149,653,564,368292
857,20,9423,183,687,306,210222
858,4,12423,213,717,34.99,25087.83
859,14,15723,246,750,1364.5,1023375
860,21,18723,276,780,3399.99,2651992.2
861,5,1964,306,810,1120.49,907596.9
862,12,4964,336,840,348.76,292958.4
863,22,8264,369,873,63.5,55435.5
864,1,12964,416,920,27.12,24950.4
865,7,15964,446,950,80.99,76940.5
866,1,17664,463,967,742.35,717852.45
867,17,19264,479,983,1700.99,1672073.17
868,1,1,1,11,1.6,17.6
869,13,1300,13,13,64.8,842.4
870,7,3000,30,30,418.8,12564
871,1,4700,47,47,441.6,20755.2
872,14,6000,60,60,152.4,9144
873,8,7700,77,77,636.8,49033.6
874,21,9000,90,90,0,0
875,15,10700,107,107,85.6,9159.2
876,8,12300,123,123,177.6,21844.8
877,2,14000,140,140,829.8,116172
878,15,15300,153,153,0,0
879,9,17000,170,170,196.4,33388
880,3,18700,187,187,133.34,24934.58
881,16,241,200,200,843.2,168640
882,10,1941,217,217,8.99,1950.83
883,3,3541,233,233,337.22,78572.26
884,20,5241,250,250,1349.6,337400
885,10,6541,263,263,1457.99,383451.37
886,4,8241,280,280,3374.99,944997.2
887,21,9941,297,297,2443.35,725674.95
888,11,11241,310,310,34.2,10602
889,5,12941,327,327,594.83,194509.41
890,18,14241,340,340,594.83,202242.2
891,12,15941,357,357,74.99,26771.43
892,5,17541,373,373,69.99,26106.27
893,22,19241,390,390,1003.91,391524.9
894,12,782,403,403,333.42,134368.26
895,6,2482,420,420,39.14,16438.8
896,1,4182,437,437,24.99,10920.63
897,13,5482,450,450,91.49,41170.5
898,7,7182,467,467,742.35,346677.45
899,1,8782,483,483,742.35,358555.05
900,17,10482,500,500,101.24,50620
901,7,11782,9,513,0,0
902,1,13482,26,530,0,0
903,18,15182,43,547,72.8,39821.6
904,8,16482,56,560,75.4,42224
905,2,18182,73,577,472.8,272805.6
906,15,19482,86,590,0,0
907,9,1423,103,607,169.6,102947.2
908,2,3023,119,623,88,54824
909,19,4723,136,640,548.4,350976
910,9,6023,149,653,564,368292
911,3,7723,166,670,389.6,261032
912,20,9423,183,687,306,210222
913,10,10723,196,700,418.4,292880
914,4,12423,213,717,34.99,25087.83
915,20,14023,229,733,337.22,247182.26
916,14,15723,246,750,1364.5,1023375
917,4,17023,259,763,1457.99,1112446.37
918,21,18723,276,780,3399.99,2651992.2
919,15,664,293,797,1079.99,860752.03
920,5,1964,306,810,1120.49,907596.9
921,22,3664,323,827,85.565,70762.255
922,12,4964,336,840,348.76,292958.4
923,6,6664,353,857,44.99,38556.43
924,22,8264,369,873,63.5,55435.5
925,16,9964,386,890,53.99,48051.1
926,6,11264,399,903,121.46,109678.38
927,1,12964,416,920,27.12,24950.4
928,17,14664,433,937,24.99,23415.63
929,7,15964,446,950,80.99,76940.5
930,1,17664,463,967,742.35,717852.45
931,17,19264,479,983,1700.99,1672073.17
932,1,1,1,11,1.6,17.6
933,13,1300,13,13,64.8,842.4
934,7,3000,30,30,418.8,12564
935,1,4700,47,47,441.6,20755.2
936,14,6000,60,60,152.4,9144
937,8,7700,77,77,636.8,49033.6
938,21,9000,90,90,0,0
939,15,10700,107,107,85.6,9159.2
940,8,12300,123,123,177.6,21844.8
941,2,14000,140,140,829.8,116172
942,15,15300,153,153,0,0
943,9,17000,170,170,196.4,33388
944,3,18700,187,187,133.34,24934.58
945,16,241,200,200,843.2,168640
946,10,1941,217,217,8.99,1950.83
947,3,3541,233,233,337.22,78572.26
948,20,5241,250,250,1349.6,337400
949,10,6541,263,263,1457.99,383451.37
950,4,8241,280,280,3374.99,944997.2
951,21,9941,297,297,2443.35,725674.95
952,11,11241,310,310,34.2,10602
953,5,12941,327,327,594.83,194509.41
954,18,14241,340,340,594.83,202242.2
955,12,15941,357,357,74.99,26771.43
956,5,17541,373,373,69.99,26106.27
957,22,19241,390,390,1003.91,391524.9
958,12,782,403,403,333.42,134368.26
959,6,2482,420,420,39.14,16438.8
960,1,4182,437,437,24.99,10920.63
961,13,5482,450,450,91.49,41170.5
962,7,7182,467,467,742.35,346677.45
963,1,8782,483,483,742.35,358555.05
964,17,10482,500,500,101.24,50620
965,7,11782,9,513,0,0
966,1,13482,26,530,0,0
967,18,15182,43,547,72.8,39821.6
968,8,16482,56,560,75.4,42224
969,2,18182,73,577,472.8,272805.6
970,15,19482,86,590,0,0
971,9,1423,103,607,169.6,102947.2
972,2,3023,119,623,88,54824
973,19,4723,136,640,548.4,350976
974,9,6023,149,653,564,368292
975,3,7723,166,670,389.6,261032
976,20,9423,183,687,306,210222
977,10,10723,196,700,418.4,292880
978,4,12423,213,717,34.99,25087.83
979,20,14023,229,733,337.22,247182.26
980,14,15723,246,750,1364.5,1023375
981,4,17023,259,763,1457.99,1112446.37
982,21,18723,276,780,3399.99,2651992.2
983,15,664,293,797,1079.99,860752.03
984,5,1964,306,810,1120.49,907596.9
985,22,3664,323,827,85.565,70762.255
986,12,4964,336,840,348.76,292958.4
987,6,6664,353,857,44.99,38556.43
988,22,8264,369,873,63.5,55435.5
989,16,9964,386,890,53.99,48051.1
990,6,11264,399,903,121.46,109678.38
991,1,12964,416,920,27.12,24950.4
992,17,14664,433,937,24.99,23415.63
993,7,15964,446,950,80.99,76940.5
994,1,17664,463,967,742.35,717852.45
995,17,19264,479,983,1700.99,1672073.17
996,1,1,1,11,1.6,17.6
997,13,1300,13,13,64.8,842.4
998,7,3000,30,30,418.8,12564
999,1,4700,47,47,441.6,20755.2
1000,14,6000,60,60,152.4,9144
